target,score,coef_name,coef,std_err,pval,pseudo_r2,n_obs
is_green,founding_pr_sdg_similarity,founding_pr_sdg_similarity,0.3778887983014333,0.03891736100876915,2.732528614675727e-22,0.1650656044850921,33027
is_green,founding_pr_w_sdg_similarity,founding_pr_w_sdg_similarity,0.44148685098552587,0.02913555983187608,7.25478344705747e-52,0.1767390456040343,33027
is_green,founding_pr_w_red_sdg_similarity,founding_pr_w_red_sdg_similarity,0.6096780328456962,0.028693892758602017,3.4652113406943927e-100,0.19675178104142466,33027
is_green,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,founding_core_diff_w_red_pca,-0.023168052058390547,0.03102883599830283,0.45526762646609487,0.19680101774230985,33027
is_green,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,founding_pr_w_red_sdg_similarity,0.6112704322630278,0.0287449705590347,2.3796245444363025e-100,0.19680101774230985,33027
is_green,current_pr_sdg_similarity,current_pr_sdg_similarity,0.3284545141652457,0.12033593265464818,0.006343430843790689,0.15704772564256653,33280
is_green,current_pr_w_sdg_similarity,current_pr_w_sdg_similarity,0.301805617452314,0.028597570484125066,4.89182813041287e-26,0.16358274357569946,33280
is_green,current_pr_w_red_sdg_similarity,current_pr_w_red_sdg_similarity,0.4161897284589359,0.027999376697927025,5.624139204202449e-50,0.1723603011761582,33280
is_green,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,current_core_diff_w_red_pca,0.011104312472475137,0.03119711779084178,0.7218852503890181,0.17237157729368513,33280
is_green,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,current_pr_w_red_sdg_similarity,0.4158321539007889,0.027980525777907543,5.861174748570022e-50,0.17237157729368513,33280
