target,score,coef_name,coef,std_err,pval,pseudo_r2,n_obs
is_green,founding_pr_sdg_similarity,founding_pr_sdg_similarity,0.3609332581178314,0.034052037568000196,2.997012022331716e-26,0.011107596507678563,39926
is_green,founding_pr_w_sdg_similarity,founding_pr_w_sdg_similarity,0.4331740997272133,0.026077201433368495,5.780664473696112e-62,0.02419308769062012,39926
is_green,founding_pr_w_red_sdg_similarity,founding_pr_w_red_sdg_similarity,0.6011360287952363,0.024912329398121002,1.2092608842363486e-128,0.047831592825903435,39926
is_green,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,founding_core_diff_w_red_pca,-0.01763825472506685,0.029175269200044054,0.5454701615839952,0.04786211815994945,39926
is_green,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,founding_pr_w_red_sdg_similarity,0.6024214725498452,0.02496587767062069,1.217106186994921e-128,0.04786211815994945,39926
is_green,current_pr_sdg_similarity,current_pr_sdg_similarity,0.31726781713717433,0.10503125876608303,0.0025219193566802145,0.0041809596588562314,40020
is_green,current_pr_w_sdg_similarity,current_pr_w_sdg_similarity,0.29123710949952886,0.02570948149925505,9.535289700965464e-30,0.010942742579096554,40020
is_green,current_pr_w_red_sdg_similarity,current_pr_w_red_sdg_similarity,0.40877681718688613,0.024499082079663673,1.6740027746151896e-62,0.021086826359923427,40020
is_green,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,current_core_diff_w_red_pca,0.04859528309423711,0.029997489127086885,0.1052369265703094,0.021321854585185762,40020
is_green,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,current_pr_w_red_sdg_similarity,0.4066922240407252,0.024433108922951568,3.282638219539171e-62,0.021321854585185762,40020
