founding_date,symbol,Open
2016-02-25,EUR,1.0895400047302246
2016-02-26,EUR,1.0913000106811523
2016-02-27,EUR,1.0913000106811523
2016-02-28,EUR,1.0913000106811523
2016-02-29,EUR,1.0887999534606934
2016-03-01,EUR,1.0862200260162354
2016-03-02,EUR,1.0838500261306763
2016-03-03,EUR,1.0831999778747559
2016-03-04,EUR,1.0861999988555908
2016-03-05,EUR,1.0861999988555908
2016-03-06,EUR,1.0861999988555908
2016-03-07,EUR,1.0927000045776367
2016-03-08,EUR,1.0965700149536133
2016-03-09,EUR,1.095900058746338
2016-03-10,EUR,1.0964000225067139
2016-03-11,EUR,1.100350022315979
2016-03-12,EUR,1.100350022315979
2016-03-13,EUR,1.100350022315979
2016-03-14,EUR,1.0973000526428223
2016-03-15,EUR,1.0956100225448608
2016-03-16,EUR,1.0964200496673584
2016-03-17,EUR,1.0967999696731567
2016-03-18,EUR,1.0942000150680542
2016-03-19,EUR,1.0942000150680542
2016-03-20,EUR,1.0942000150680542
2016-03-21,EUR,1.0933799743652344
2016-03-22,EUR,1.090499997138977
2016-03-23,EUR,1.091599941253662
2016-03-24,EUR,1.090399980545044
2016-03-25,EUR,1.0898200273513794
2016-03-26,EUR,1.0898200273513794
2016-03-27,EUR,1.0898200273513794
2016-03-28,EUR,1.0917099714279175
2016-03-29,EUR,1.0905100107192993
2016-03-30,EUR,1.090999960899353
2016-03-31,EUR,1.093500018119812
2016-04-01,EUR,1.0937700271606445
2016-04-02,EUR,1.0937700271606445
2016-04-03,EUR,1.0937700271606445
2016-04-04,EUR,1.0923000574111938
2016-04-05,EUR,1.0919899940490723
2016-04-06,EUR,1.0887000560760498
2016-04-07,EUR,1.0894999504089355
2016-04-08,EUR,1.0872999429702759
2016-04-09,EUR,1.0872999429702759
2016-04-10,EUR,1.0872999429702759
2016-04-11,EUR,1.0871000289916992
2016-04-12,EUR,1.0886800289154053
2016-04-13,EUR,1.0873199701309204
2016-04-14,EUR,1.0899499654769897
2016-04-15,EUR,1.0887000560760498
2016-04-16,EUR,1.0887000560760498
2016-04-17,EUR,1.0887000560760498
2016-04-18,EUR,1.0917099714279175
2016-04-19,EUR,1.0906000137329102
2016-04-20,EUR,1.0922199487686157
2016-04-21,EUR,1.097730040550232
2016-04-22,EUR,1.100640058517456
2016-04-23,EUR,1.100640058517456
2016-04-24,EUR,1.100640058517456
2016-04-25,EUR,1.0988600254058838
2016-04-26,EUR,1.0985599756240845
2016-04-27,EUR,1.0999000072479248
2016-04-28,EUR,1.099679946899414
2016-04-29,EUR,1.0973000526428223
2016-04-30,EUR,1.0973000526428223
2016-05-01,EUR,1.0973000526428223
2016-05-02,EUR,1.0987000465393066
2016-05-03,EUR,1.1008000373840332
2016-05-04,EUR,1.097000002861023
2016-05-05,EUR,1.0995999574661255
2016-05-06,EUR,1.10371994972229
2016-05-07,EUR,1.10371994972229
2016-05-08,EUR,1.10371994972229
2016-05-09,EUR,1.1074999570846558
2016-05-10,EUR,1.1053999662399292
2016-05-11,EUR,1.1092000007629395
2016-05-12,EUR,1.1092000007629395
2016-05-13,EUR,1.104390025138855
2016-05-14,EUR,1.104390025138855
2016-05-15,EUR,1.104390025138855
2016-05-16,EUR,1.1039199829101562
2016-05-17,EUR,1.106600046157837
2016-05-18,EUR,1.1089099645614624
2016-05-19,EUR,1.1085000038146973
2016-05-20,EUR,1.1097999811172485
2016-05-21,EUR,1.1097999811172485
2016-05-22,EUR,1.1097999811172485
2016-05-23,EUR,1.1119999885559082
2016-05-24,EUR,1.1096999645233154
2016-05-25,EUR,1.1059999465942383
2016-05-26,EUR,1.1057000160217285
2016-05-27,EUR,1.1072399616241455
2016-05-28,EUR,1.1072399616241455
2016-05-29,EUR,1.1072399616241455
2016-05-30,EUR,1.1050100326538086
2016-05-31,EUR,1.105329990386963
2016-06-01,EUR,1.1056100130081177
2016-06-02,EUR,1.1059000492095947
2016-06-03,EUR,1.1044600009918213
2016-06-04,EUR,1.1044600009918213
2016-06-05,EUR,1.1044600009918213
2016-06-06,EUR,1.107800006866455
2016-06-07,EUR,1.1023000478744507
2016-06-08,EUR,1.09621000289917
2016-06-09,EUR,1.0928599834442139
2016-06-10,EUR,1.0909600257873535
2016-06-11,EUR,1.0909600257873535
2016-06-12,EUR,1.0909600257873535
2016-06-13,EUR,1.0841000080108643
2016-06-14,EUR,1.0867999792099
2016-06-15,EUR,1.0801399946212769
2016-06-16,EUR,1.082200050354004
2016-06-17,EUR,1.0870599746704102
2016-06-18,EUR,1.0870599746704102
2016-06-19,EUR,1.0870599746704102
2016-06-20,EUR,1.0893000364303589
2016-06-21,EUR,1.089050054550171
2016-06-22,EUR,1.0823999643325806
2016-06-23,EUR,1.0868500471115112
2016-06-24,EUR,1.0898499488830566
2016-06-25,EUR,1.0898499488830566
2016-06-26,EUR,1.0898499488830566
2016-06-27,EUR,1.0739799737930298
2016-06-28,EUR,1.0778000354766846
2016-06-29,EUR,1.0858999490737915
2016-06-30,EUR,1.0894500017166138
2016-07-01,EUR,1.0842100381851196
2016-07-02,EUR,1.0842100381851196
2016-07-03,EUR,1.0842100381851196
2016-07-04,EUR,1.0843900442123413
2016-07-05,EUR,1.0820900201797485
2016-07-06,EUR,1.0807000398635864
2016-07-07,EUR,1.0817999839782715
2016-07-08,EUR,1.0828200578689575
2016-07-09,EUR,1.0828200578689575
2016-07-10,EUR,1.0828200578689575
2016-07-11,EUR,1.0859299898147583
2016-07-12,EUR,1.0865099430084229
2016-07-13,EUR,1.0938700437545776
2016-07-14,EUR,1.0922000408172607
2016-07-15,EUR,1.0901199579238892
2016-07-16,EUR,1.0901199579238892
2016-07-17,EUR,1.0901199579238892
2016-07-18,EUR,1.0876400470733643
2016-07-19,EUR,1.0878700017929077
2016-07-20,EUR,1.085610032081604
2016-07-21,EUR,1.0867799520492554
2016-07-22,EUR,1.0865999460220337
2016-07-23,EUR,1.0865999460220337
2016-07-24,EUR,1.0865999460220337
2016-07-25,EUR,1.0839099884033203
2016-07-26,EUR,1.0834499597549438
2016-07-27,EUR,1.0900399684906006
2016-07-28,EUR,1.0903400182724
2016-07-29,EUR,1.0860099792480469
2016-07-30,EUR,1.0860099792480469
2016-07-31,EUR,1.0860099792480469
2016-08-01,EUR,1.082669973373413
2016-08-02,EUR,1.081220030784607
2016-08-03,EUR,1.0823899507522583
2016-08-04,EUR,1.0846500396728516
2016-08-05,EUR,1.0842900276184082
2016-08-06,EUR,1.0842900276184082
2016-08-07,EUR,1.0842900276184082
2016-08-08,EUR,1.0870699882507324
2016-08-09,EUR,1.0894900560379028
2016-08-10,EUR,1.0912200212478638
2016-08-11,EUR,1.0892900228500366
2016-08-12,EUR,1.0859800577163696
2016-08-13,EUR,1.0859800577163696
2016-08-14,EUR,1.0859800577163696
2016-08-15,EUR,1.0881999731063843
2016-08-16,EUR,1.0881199836730957
2016-08-17,EUR,1.084529995918274
2016-08-18,EUR,1.0862900018692017
2016-08-19,EUR,1.0831999778747559
2016-08-20,EUR,1.0831999778747559
2016-08-21,EUR,1.0831999778747559
2016-08-22,EUR,1.0865199565887451
2016-08-23,EUR,1.0899300575256348
2016-08-24,EUR,1.0888700485229492
2016-08-25,EUR,1.089229941368103
2016-08-26,EUR,1.0916199684143066
2016-08-27,EUR,1.0916199684143066
2016-08-28,EUR,1.0916199684143066
2016-08-29,EUR,1.0949900150299072
2016-08-30,EUR,1.094290018081665
2016-08-31,EUR,1.0961300134658813
2016-09-01,EUR,1.097409963607788
2016-09-02,EUR,1.0973000526428223
2016-09-03,EUR,1.0973000526428223
2016-09-04,EUR,1.0973000526428223
2016-09-05,EUR,1.093559980392456
2016-09-06,EUR,1.0928000211715698
2016-09-07,EUR,1.0910199880599976
2016-09-08,EUR,1.0898000001907349
2016-09-09,EUR,1.095080018043518
2016-09-10,EUR,1.095080018043518
2016-09-11,EUR,1.095080018043518
2016-09-12,EUR,1.095829963684082
2016-09-13,EUR,1.0920000076293945
2016-09-14,EUR,1.0959999561309814
2016-09-15,EUR,1.094499945640564
2016-09-16,EUR,1.0923700332641602
2016-09-17,EUR,1.0923700332641602
2016-09-18,EUR,1.0923700332641602
2016-09-19,EUR,1.0930999517440796
2016-09-20,EUR,1.0955300331115723
2016-09-21,EUR,1.0919699668884277
2016-09-22,EUR,1.0892499685287476
2016-09-23,EUR,1.0860999822616577
2016-09-24,EUR,1.0860999822616577
2016-09-25,EUR,1.0860999822616577
2016-09-26,EUR,1.0892800092697144
2016-09-27,EUR,1.0901399850845337
2016-09-28,EUR,1.0886900424957275
2016-09-29,EUR,1.0892399549484253
2016-09-30,EUR,1.0838500261306763
2016-10-01,EUR,1.0838500261306763
2016-10-02,EUR,1.0838500261306763
2016-10-03,EUR,1.091789960861206
2016-10-04,EUR,1.0916600227355957
2016-10-05,EUR,1.0967400074005127
2016-10-06,EUR,1.0915700197219849
2016-10-07,EUR,1.0925899744033813
2016-10-08,EUR,1.0925899744033813
2016-10-09,EUR,1.0925899744033813
2016-10-10,EUR,1.094499945640564
2016-10-11,EUR,1.0941799879074097
2016-10-12,EUR,1.092710018157959
2016-10-13,EUR,1.0902800559997559
2016-10-14,EUR,1.090000033378601
2016-10-15,EUR,1.090000033378601
2016-10-16,EUR,1.090000033378601
2016-10-17,EUR,1.0860999822616577
2016-10-18,EUR,1.0879100561141968
2016-10-19,EUR,1.0868200063705444
2016-10-20,EUR,1.0855300426483154
2016-10-21,EUR,1.0849299430847168
2016-10-22,EUR,1.0849299430847168
2016-10-23,EUR,1.0849299430847168
2016-10-24,EUR,1.0816999673843384
2016-10-25,EUR,1.0807199478149414
2016-10-26,EUR,1.0827000141143799
2016-10-27,EUR,1.0837700366973877
2016-10-28,EUR,1.0829499959945679
2016-10-29,EUR,1.0829499959945679
2016-10-30,EUR,1.0829499959945679
2016-10-31,EUR,1.0844899415969849
2016-11-01,EUR,1.085260033607483
2016-11-02,EUR,1.0782099962234497
2016-11-03,EUR,1.0795700550079346
2016-11-04,EUR,1.081629991531372
2016-11-05,EUR,1.081629991531372
2016-11-06,EUR,1.081629991531372
2016-11-07,EUR,1.081279993057251
2016-11-08,EUR,1.0762399435043335
2016-11-09,EUR,1.0792499780654907
2016-11-10,EUR,1.0751099586486816
2016-11-11,EUR,1.0747699737548828
2016-11-12,EUR,1.0747699737548828
2016-11-13,EUR,1.0747699737548828
2016-11-14,EUR,1.0711400508880615
2016-11-15,EUR,1.0715199708938599
2016-11-16,EUR,1.0739699602127075
2016-11-17,EUR,1.0716099739074707
2016-11-18,EUR,1.0702400207519531
2016-11-19,EUR,1.0702400207519531
2016-11-20,EUR,1.0702400207519531
2016-11-21,EUR,1.0699700117111206
2016-11-22,EUR,1.071969985961914
2016-11-23,EUR,1.0747699737548828
2016-11-24,EUR,1.0726200342178345
2016-11-25,EUR,1.073740005493164
2016-11-26,EUR,1.073740005493164
2016-11-27,EUR,1.073740005493164
2016-11-28,EUR,1.0744999647140503
2016-11-29,EUR,1.074869990348816
2016-11-30,EUR,1.0771100521087646
2016-12-01,EUR,1.0769699811935425
2016-12-02,EUR,1.0775400400161743
2016-12-03,EUR,1.0775400400161743
2016-12-04,EUR,1.0775400400161743
2016-12-05,EUR,1.0722299814224243
2016-12-06,EUR,1.0832099914550781
2016-12-07,EUR,1.0825200080871582
2016-12-08,EUR,1.0832699537277222
2016-12-09,EUR,1.0788400173187256
2016-12-10,EUR,1.0788400173187256
2016-12-11,EUR,1.0788400173187256
2016-12-12,EUR,1.07368004322052
2016-12-13,EUR,1.0780199766159058
2016-12-14,EUR,1.0751700401306152
2016-12-15,EUR,1.0746300220489502
2016-12-16,EUR,1.0726300477981567
2016-12-17,EUR,1.0726300477981567
2016-12-18,EUR,1.0726300477981567
2016-12-19,EUR,1.072540044784546
2016-12-20,EUR,1.0684900283813477
2016-12-21,EUR,1.069100022315979
2016-12-22,EUR,1.0703599452972412
2016-12-23,EUR,1.0705000162124634
2016-12-24,EUR,1.0705000162124634
2016-12-25,EUR,1.0705000162124634
2016-12-26,EUR,1.0725899934768677
2016-12-27,EUR,1.0734200477600098
2016-12-28,EUR,1.0749599933624268
2016-12-29,EUR,1.070989966392517
2016-12-30,EUR,1.0748000144958496
2016-12-31,EUR,1.0748000144958496
2017-01-01,EUR,1.0748000144958496
2017-01-02,EUR,1.0720000267028809
2017-01-03,EUR,1.0711400508880615
2017-01-04,EUR,1.069100022315979
2017-01-05,EUR,1.070970058441162
2017-01-06,EUR,1.0707999467849731
2017-01-07,EUR,1.0707999467849731
2017-01-08,EUR,1.0707999467849731
2017-01-09,EUR,1.0713200569152832
2017-01-10,EUR,1.0736500024795532
2017-01-11,EUR,1.0729800462722778
2017-01-12,EUR,1.0735000371932983
2017-01-13,EUR,1.0727200508117676
2017-01-14,EUR,1.0727200508117676
2017-01-15,EUR,1.0727200508117676
2017-01-16,EUR,1.073240041732788
2017-01-17,EUR,1.0719000101089478
2017-01-18,EUR,1.0728399753570557
2017-01-19,EUR,1.0711400508880615
2017-01-20,EUR,1.0726200342178345
2017-01-21,EUR,1.0726200342178345
2017-01-22,EUR,1.0726200342178345
2017-01-23,EUR,1.0723600387573242
2017-01-24,EUR,1.0729999542236328
2017-01-25,EUR,1.0739799737930298
2017-01-26,EUR,1.0740699768066406
2017-01-27,EUR,1.0681899785995483
2017-01-28,EUR,1.0681899785995483
2017-01-29,EUR,1.0681899785995483
2017-01-30,EUR,1.068809986114502
2017-01-31,EUR,1.064769983291626
2017-02-01,EUR,1.0684000253677368
2017-02-02,EUR,1.0691699981689453
2017-02-03,EUR,1.0680299997329712
2017-02-04,EUR,1.0680299997329712
2017-02-05,EUR,1.0680299997329712
2017-02-06,EUR,1.069949984550476
2017-02-07,EUR,1.0649800300598145
2017-02-08,EUR,1.0654200315475464
2017-02-09,EUR,1.0641499757766724
2017-02-10,EUR,1.0673199892044067
2017-02-11,EUR,1.0673199892044067
2017-02-12,EUR,1.0673199892044067
2017-02-13,EUR,1.0666699409484863
2017-02-14,EUR,1.0656299591064453
2017-02-15,EUR,1.0644500255584717
2017-02-16,EUR,1.065500020980835
2017-02-17,EUR,1.0639899969100952
2017-02-18,EUR,1.0639899969100952
2017-02-19,EUR,1.0639899969100952
2017-02-20,EUR,1.0645999908447266
2017-02-21,EUR,1.0643199682235718
2017-02-22,EUR,1.0638400316238403
2017-02-23,EUR,1.0666099786758423
2017-02-24,EUR,1.0648800134658813
2017-02-25,EUR,1.0648800134658813
2017-02-26,EUR,1.0648800134658813
2017-02-27,EUR,1.064650058746338
2017-02-28,EUR,1.0683900117874146
2017-03-01,EUR,1.0637600421905518
2017-03-02,EUR,1.0644500255584717
2017-03-03,EUR,1.0645500421524048
2017-03-04,EUR,1.0645500421524048
2017-03-05,EUR,1.0645500421524048
2017-03-06,EUR,1.0700600147247314
2017-03-07,EUR,1.0706900358200073
2017-03-08,EUR,1.070770025253296
2017-03-09,EUR,1.0695300102233887
2017-03-10,EUR,1.0708500146865845
2017-03-11,EUR,1.0708500146865845
2017-03-12,EUR,1.0708500146865845
2017-03-13,EUR,1.0793100595474243
2017-03-14,EUR,1.0730700492858887
2017-03-15,EUR,1.0712300539016724
2017-03-16,EUR,1.0736199617385864
2017-03-17,EUR,1.0729800462722778
2017-03-18,EUR,1.0729800462722778
2017-03-19,EUR,1.0729800462722778
2017-03-20,EUR,1.0715099573135376
2017-03-21,EUR,1.0724300146102905
2017-03-22,EUR,1.0741000175476074
2017-03-23,EUR,1.0705699920654297
2017-03-24,EUR,1.0710599422454834
2017-03-25,EUR,1.0710599422454834
2017-03-26,EUR,1.0710599422454834
2017-03-27,EUR,1.0715399980545044
2017-03-28,EUR,1.0706599950790405
2017-03-29,EUR,1.073140025138855
2017-03-30,EUR,1.0721800327301025
2017-03-31,EUR,1.0690900087356567
2017-04-01,EUR,1.0690900087356567
2017-04-02,EUR,1.0690900087356567
2017-04-03,EUR,1.0692499876022339
2017-04-04,EUR,1.0686999559402466
2017-04-05,EUR,1.069700002670288
2017-04-06,EUR,1.0711699724197388
2017-04-07,EUR,1.0700000524520874
2017-04-08,EUR,1.0700000524520874
2017-04-09,EUR,1.0700000524520874
2017-04-10,EUR,1.0680999755859375
2017-04-11,EUR,1.0680999755859375
2017-04-12,EUR,1.0684499740600586
2017-04-13,EUR,1.0691900253295898
2017-04-14,EUR,1.0673600435256958
2017-04-15,EUR,1.0673600435256958
2017-04-16,EUR,1.0673600435256958
2017-04-17,EUR,1.066249966621399
2017-04-18,EUR,1.0687999725341797
2017-04-19,EUR,1.0688999891281128
2017-04-20,EUR,1.069100022315979
2017-04-21,EUR,1.0702699422836304
2017-04-22,EUR,1.0702699422836304
2017-04-23,EUR,1.0702699422836304
2017-04-24,EUR,1.0797100067138672
2017-04-25,EUR,1.0820599794387817
2017-04-26,EUR,1.085669994354248
2017-04-27,EUR,1.0834800004959106
2017-04-28,EUR,1.080340027809143
2017-04-29,EUR,1.080340027809143
2017-04-30,EUR,1.080340027809143
2017-05-01,EUR,1.0842700004577637
2017-05-02,EUR,1.0861599445343018
2017-05-03,EUR,1.083709955215454
2017-05-04,EUR,1.0822999477386475
2017-05-05,EUR,1.082759976387024
2017-05-06,EUR,1.082759976387024
2017-05-07,EUR,1.082759976387024
2017-05-08,EUR,1.0854699611663818
2017-05-09,EUR,1.0906399488449097
2017-05-10,EUR,1.095900058746338
2017-05-11,EUR,1.096459984779358
2017-05-12,EUR,1.0948699712753296
2017-05-13,EUR,1.0948699712753296
2017-05-14,EUR,1.0948699712753296
2017-05-15,EUR,1.0938600301742554
2017-05-16,EUR,1.0932799577713013
2017-05-17,EUR,1.0921200513839722
2017-05-18,EUR,1.0921800136566162
2017-05-19,EUR,1.0882999897003174
2017-05-20,EUR,1.0882999897003174
2017-05-21,EUR,1.0882999897003174
2017-05-22,EUR,1.0901999473571777
2017-05-23,EUR,1.0936100482940674
2017-05-24,EUR,1.0915000438690186
2017-05-25,EUR,1.0919599533081055
2017-05-26,EUR,1.0908299684524536
2017-05-27,EUR,1.0908299684524536
2017-05-28,EUR,1.0908299684524536
2017-05-29,EUR,1.0894999504089355
2017-05-30,EUR,1.0897799730300903
2017-05-31,EUR,1.0901600122451782
2017-06-01,EUR,1.0879199504852295
2017-06-02,EUR,1.0891300439834595
2017-06-03,EUR,1.0891300439834595
2017-06-04,EUR,1.0891300439834595
2017-06-05,EUR,1.086210012435913
2017-06-06,EUR,1.0862900018692017
2017-06-07,EUR,1.0848100185394287
2017-06-08,EUR,1.0858299732208252
2017-06-09,EUR,1.0842700004577637
2017-06-10,EUR,1.0842700004577637
2017-06-11,EUR,1.0842700004577637
2017-06-12,EUR,1.085479974746704
2017-06-13,EUR,1.0850499868392944
2017-06-14,EUR,1.0858900547027588
2017-06-15,EUR,1.0891400575637817
2017-06-16,EUR,1.0870699882507324
2017-06-17,EUR,1.0870699882507324
2017-06-18,EUR,1.0870699882507324
2017-06-19,EUR,1.0902600288391113
2017-06-20,EUR,1.0878000259399414
2017-06-21,EUR,1.0854300260543823
2017-06-22,EUR,1.0860099792480469
2017-06-23,EUR,1.0835000276565552
2017-06-24,EUR,1.0835000276565552
2017-06-25,EUR,1.0835000276565552
2017-06-26,EUR,1.0853400230407715
2017-06-27,EUR,1.0873299837112427
2017-06-28,EUR,1.0888299942016602
2017-06-29,EUR,1.0917999744415283
2017-06-30,EUR,1.0930700302124023
2017-07-01,EUR,1.0930700302124023
2017-07-02,EUR,1.0930700302124023
2017-07-03,EUR,1.0953700542449951
2017-07-04,EUR,1.0952999591827393
2017-07-05,EUR,1.0952800512313843
2017-07-06,EUR,1.0941200256347656
2017-07-07,EUR,1.0970699787139893
2017-07-08,EUR,1.0970699787139893
2017-07-09,EUR,1.0970699787139893
2017-07-10,EUR,1.098680019378662
2017-07-11,EUR,1.098680019378662
2017-07-12,EUR,1.1051100492477417
2017-07-13,EUR,1.101830005645752
2017-07-14,EUR,1.1025999784469604
2017-07-15,EUR,1.1025999784469604
2017-07-16,EUR,1.1025999784469604
2017-07-17,EUR,1.1053400039672852
2017-07-18,EUR,1.1051599979400635
2017-07-19,EUR,1.1029000282287598
2017-07-20,EUR,1.1006200313568115
2017-07-21,EUR,1.1063200235366821
2017-07-22,EUR,1.1063200235366821
2017-07-23,EUR,1.1063200235366821
2017-07-24,EUR,1.1034400463104248
2017-07-25,EUR,1.1026899814605713
2017-07-26,EUR,1.1092400550842285
2017-07-27,EUR,1.1159100532531738
2017-07-28,EUR,1.126579999923706
2017-07-29,EUR,1.126579999923706
2017-07-30,EUR,1.126579999923706
2017-07-31,EUR,1.1385400295257568
2017-08-01,EUR,1.1434999704360962
2017-08-02,EUR,1.1401100158691406
2017-08-03,EUR,1.1501400470733643
2017-08-04,EUR,1.1500999927520752
2017-08-05,EUR,1.1500999927520752
2017-08-06,EUR,1.1500999927520752
2017-08-07,EUR,1.1457500457763672
2017-08-08,EUR,1.1486200094223022
2017-08-09,EUR,1.1438100337982178
2017-08-10,EUR,1.1332900524139404
2017-08-11,EUR,1.1318199634552002
2017-08-12,EUR,1.1318199634552002
2017-08-13,EUR,1.1318199634552002
2017-08-14,EUR,1.1386699676513672
2017-08-15,EUR,1.1450999975204468
2017-08-16,EUR,1.1414799690246582
2017-08-17,EUR,1.1361000537872314
2017-08-18,EUR,1.1273599863052368
2017-08-19,EUR,1.1273599863052368
2017-08-20,EUR,1.1273599863052368
2017-08-21,EUR,1.1354000568389893
2017-08-22,EUR,1.136970043182373
2017-08-23,EUR,1.139299988746643
2017-08-24,EUR,1.1400799751281738
2017-08-25,EUR,1.1388700008392334
2017-08-26,EUR,1.1388700008392334
2017-08-27,EUR,1.1388700008392334
2017-08-28,EUR,1.1418100595474243
2017-08-29,EUR,1.139449954032898
2017-08-30,EUR,1.1439199447631836
2017-08-31,EUR,1.1458899974822998
2017-09-01,EUR,1.1427899599075317
2017-09-02,EUR,1.1427899599075317
2017-09-03,EUR,1.1427899599075317
2017-09-04,EUR,1.1416399478912354
2017-09-05,EUR,1.1403100490570068
2017-09-06,EUR,1.1371699571609497
2017-09-07,EUR,1.1398999691009521
2017-09-08,EUR,1.1420899629592896
2017-09-09,EUR,1.1420899629592896
2017-09-10,EUR,1.1420899629592896
2017-09-11,EUR,1.1386699676513672
2017-09-12,EUR,1.1437000036239624
2017-09-13,EUR,1.1491999626159668
2017-09-14,EUR,1.1457500457763672
2017-09-15,EUR,1.1460800170898438
2017-09-16,EUR,1.1460800170898438
2017-09-17,EUR,1.1460800170898438
2017-09-18,EUR,1.146780014038086
2017-09-19,EUR,1.1498600244522095
2017-09-20,EUR,1.1542999744415283
2017-09-21,EUR,1.1531699895858765
2017-09-22,EUR,1.1589100360870361
2017-09-23,EUR,1.1589100360870361
2017-09-24,EUR,1.1589100360870361
2017-09-25,EUR,1.1578799486160278
2017-09-26,EUR,1.1455999612808228
2017-09-27,EUR,1.1422499418258667
2017-09-28,EUR,1.141819953918457
2017-09-29,EUR,1.1434799432754517
2017-09-30,EUR,1.1434799432754517
2017-10-01,EUR,1.1434799432754517
2017-10-02,EUR,1.1433299779891968
2017-10-03,EUR,1.1432700157165527
2017-10-04,EUR,1.143090009689331
2017-10-05,EUR,1.1465799808502197
2017-10-06,EUR,1.145900011062622
2017-10-07,EUR,1.145900011062622
2017-10-08,EUR,1.145900011062622
2017-10-09,EUR,1.1481000185012817
2017-10-10,EUR,1.1504299640655518
2017-10-11,EUR,1.1513999700546265
2017-10-12,EUR,1.1544100046157837
2017-10-13,EUR,1.153499960899353
2017-10-14,EUR,1.153499960899353
2017-10-15,EUR,1.153499960899353
2017-10-16,EUR,1.1514099836349487
2017-10-17,EUR,1.1503499746322632
2017-10-18,EUR,1.1510499715805054
2017-10-19,EUR,1.157039999961853
2017-10-20,EUR,1.1566799879074097
2017-10-21,EUR,1.1566799879074097
2017-10-22,EUR,1.1566799879074097
2017-10-23,EUR,1.1585999727249146
2017-10-24,EUR,1.157189965248108
2017-10-25,EUR,1.165179967880249
2017-10-26,EUR,1.1687699556350708
2017-10-27,EUR,1.1613199710845947
2017-10-28,EUR,1.1613199710845947
2017-10-29,EUR,1.1613199710845947
2017-10-30,EUR,1.1582800149917603
2017-10-31,EUR,1.1590900421142578
2017-11-01,EUR,1.1622999906539917
2017-11-02,EUR,1.1656299829483032
2017-11-03,EUR,1.1650999784469604
2017-11-04,EUR,1.1650999784469604
2017-11-05,EUR,1.1650999784469604
2017-11-06,EUR,1.1618599891662598
2017-11-07,EUR,1.1584999561309814
2017-11-08,EUR,1.1580300331115723
2017-11-09,EUR,1.1592600345611572
2017-11-10,EUR,1.1575100421905518
2017-11-11,EUR,1.1575100421905518
2017-11-12,EUR,1.1575100421905518
2017-11-13,EUR,1.161870002746582
2017-11-14,EUR,1.1623200178146362
2017-11-15,EUR,1.166990041732788
2017-11-16,EUR,1.166990041732788
2017-11-17,EUR,1.1699800491333008
2017-11-18,EUR,1.1699800491333008
2017-11-19,EUR,1.1699800491333008
2017-11-20,EUR,1.1611000299453735
2017-11-21,EUR,1.1656800508499146
2017-11-22,EUR,1.1629999876022339
2017-11-23,EUR,1.1602400541305542
2017-11-24,EUR,1.1632699966430664
2017-11-25,EUR,1.1632699966430664
2017-11-26,EUR,1.1632699966430664
2017-11-27,EUR,1.1693400144577026
2017-11-28,EUR,1.1681499481201172
2017-11-29,EUR,1.1659300327301025
2017-11-30,EUR,1.1667499542236328
2017-12-01,EUR,1.1705700159072876
2017-12-02,EUR,1.1705700159072876
2017-12-03,EUR,1.1705700159072876
2017-12-04,EUR,1.164720058441162
