date,firm_name,amount_chf,type,location,firm_name_norm,firm_name_clean,ehraid,uid,legal_seat
2017-11-08,Embotech AG,1'000'000,Equity,Zurich,embotech ag,embotech ag,1153992.0,CHE195606420,Zürich
2017-11-09,Qumram AG,Undisclosed,Equity,Zuerich,qumram ag,qumram ag,967927.0,CHE115334798,Zürich
2017-11-10,echonovum AG,750'000,Equity,Zürich,echonovum ag,echonovum ag,1144899.0,CHE259852946,Zürich
2017-11-14,ScanTrust SA,4'200'000,Equity,Lausanne,scantrust sa,scantrust sa,1166965.0,CHE230162364,Ecublens (VD)
2017-11-14,Selma Finance AG,500'000,Equity,Arth,selma finance ag,selma finance ag,1284022.0,CHE271699590,Zürich
2017-11-15,Xeltis AG,52'000'000,Equity,Zürich,xeltis ag,xeltis ag,841893.0,CHE113004605,Zürich
2017-11-20,BioVersys AG,5'000'000,Equity,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
2017-11-21,Oviva AG,12'000'000,Equity,Altendorf,oviva ag,oviva ag,1153456.0,CHE442270754,Altendorf
2017-12-01,WECHEER SA,700'000,Equity,Lausanne,wecheer sa,wecheer sa,1289815.0,CHE304343601,Lausanne
2017-12-01,Fixposition AG,200'000,Grant,Schlieren,fixposition ag,fixposition ag,1315883.0,CHE309584247,Schlieren
2017-12-01,Liom Health AG,6'500'000,Equity,Pfäffikon SZ,liom health ag,liom health ag,1329903.0,CHE184306830,Freienbach
2017-12-01,ActLight SA,1'200'000,Equity,Ecublens,actlight sa,actlight sa,1036417.0,CHE392276971,Ecublens (VD)
2017-12-01,ImmunOs Therapeutics AG,2'300'000,Equity,Schlieren,immunos therapeutics ag,immunos therapeutics ag,1203767.0,CHE456329046,Schlieren
2017-12-04,Inofea AG,Undisclosed,Equity,Muttenz,inofea ag,inofea ag,1169902.0,CHE377007398,Muttenz
2017-12-06,Skypull SA,100'000,Equity,Dino-Lugano,skypull sa,skypull sa,1130350.0,CHE228683613,Riviera
2017-12-07,MV BioTherapeutics SA,30'000,Award,Bellinzona,mv biotherapeutics sa,mv biotherapeutics sa,1368306.0,CHE350511563,Bellinzona
2017-12-12,Nanoleq AG,30'000,Award,Rümlang,nanoleq ag,nanoleq ag,1305859.0,CHE195398322,Rümlang
2017-12-13,Lykke Corp,6'000'000,Equity,Zug,lykke corp,lykke corp,1154447.0,CHE345258499,Zug
2017-12-14,Astrocast SA,1'100'000,Equity,Chavannes-près-Renens,astrocast sa,astrocast sa,1196471.0,CHE415432149,Chavannes-près-Renens
2017-12-15,SpiroChem AG,Undisclosed,,Basel,spirochem ag,spirochem ag,1021436.0,CHE413546138,Basel
2017-12-15,CLEVERDIST SA,Undisclosed,Equity,Plan-les-Ouates,cleverdist sa,cleverdist sa,1217663.0,CHE135910009,Plan-les-Ouates
2017-12-19,CleanGreens Solutions SA,6'000'000,Equity,Molondin,cleangreens solutions sa,cleangreens solutions sa,1152114.0,CHE448240131,Molondin
2017-12-20,InterAx Biotech AG,Undisclosed,,Villigen,interax biotech ag,interax biotech ag,1262062.0,CHE193061573,Villigen
2017-12-28,Gnubiotics Sciences SA,2'300'000,Equity,Epalinges,gnubiotics sciences sa,gnubiotics sciences sa,1276513.0,CHE241007584,Epalinges
2017-12-31,Resilient SA,62'000,Revenue,Lausanne,resilient sa,resilient sa,1296008.0,CHE343059581,Lausanne
2017-12-31,Topadur Pharma AG,6'100'000,Equity,Schlieren,topadur pharma ag,topadur pharma ag,1214982.0,CHE481951668,Schlieren
2018-01-01,kaiosID SA,120'000,Grant,Villars-le-Terroir,kaiosid sa,kaiosid sa,1404201.0,CHE402424838,Villars-le-Terroir
2018-01-01,INVOLI SA,500'000,Equity,Lausanne,involi sa,involi sa,1277663.0,CHE448257640,Lausanne
2018-01-01,OxyPrem AG,2'100'000,Grant,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2018-01-03,Tradegear GmbH,24'000'000,ICO,Pfungen,tradegear gmbh,tradegear gmbh,1167929.0,CHE470071970,Pfungen
2018-01-04,Oculis SA,20'000'000,Equity,Lausanne,oculis sa,oculis sa,1330199.0,CHE237826774,Ecublens (VD)
2018-01-08,RosieReality GmbH,700'000,Equity,Zürich,rosiereality gmbh,rosiereality gmbh,1337241.0,CHE228529834,Zürich
2018-01-11,Jibrel AG,30'000'000,ICO,Zug,jibrel ag,jibrel ag,1319371.0,CHE339807676,Zug
2018-01-12,DigitArena SA,700'000,Equity,Martigny,digitarena sa,digitarena sa,420521.0,CHE100746850,Martigny
2018-01-14,Sirin Labs AG,157'800'000,ICO,Schaffausen,sirin labs ag,sirin labs ag,1164929.0,CHE252422556,Schaffhausen
2018-01-16,OnlineDoctor AG,600'000,Equity,St. Gallen,onlinedoctor ag,onlinedoctor ag,1288978.0,CHE288196802,St. Gallen
2018-01-17,Daphne Technology SA,100'000,Equity,St-Sulpice VD,daphne technology sa,daphne technology sa,1332560.0,CHE379398394,Saint-Sulpice (VD)
2018-01-19,Resilient SA,50'000,Grant,Lausanne,resilient sa,resilient sa,1296008.0,CHE343059581,Lausanne
2018-01-22,Insolight SA,2'300'000,Equity,Renens/Vaud,insolight sa,insolight sa,1234216.0,CHE400193929,Renens (VD)
2018-01-24,jacando AG,Undisclosed,Equity,Basel,jacando ag,jacando ag,1108753.0,CHE390215332,Basel
2018-01-24,9T Labs AG,300'000,Equity,Zürich,9t labs ag,9t labs ag,1335123.0,CHE204670554,Zürich
2018-01-25,Wingtra AG,5'800'000,Equity,Zürich,wingtra ag,wingtra ag,1265904.0,CHE264608949,Zürich
2018-01-26,GUURU Solutions AG,800'000,Equity,Hünenberg,guuru solutions ag,guuru solutions ag,1239362.0,CHE318222234,Hünenberg
2018-02-01,OxyPrem AG,150'000,Grant,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2018-02-02,Attolight SA,2'600'000,Equity,Lausanne,attolight sa,attolight sa,902917.0,CHE114129563,Ecublens (VD)
2018-02-02,wefox Holding AG,Undisclosed,,Zürich,wefox holding ag,wefox holding ag,1201794.0,CHE375651476,Zürich
2018-02-06,qiibee AG,3'500'000,Equity,Zug,qiibee ag,qiibee ag,1099233.0,CHE430610464,Zug
2018-02-09,Medyria AG,3'700'000,Equity,Winterthur,medyria ag,medyria ag,1046563.0,CHE317612348,Winterthur
2018-02-14,Pregnolia AG,3'250'000,Equity,Schlieren,pregnolia ag,pregnolia ag,1249425.0,CHE452682851,Schlieren
2018-02-19,AVALIA Systems SA,100'000,Loan,Yverdon-les-Bains,avalia systems sa,avalia systems sa,1279719.0,CHE421691475,Yverdon-les-Bains
2018-02-20,Eyeware Tech SA,100'000,Loan,Martigny,eyeware tech sa,eyeware tech sa,1278085.0,CHE238719980,Martigny
2018-02-21,Procivis AG,Undisclosed,,Zürich,procivis ag,procivis ag,1305651.0,CHE366466141,Zürich
2018-02-26,GOWAGO AG,Undisclosed,,Zurich,gowago ag,gowago ag,1322707.0,CHE293685633,Zürich
2018-02-27,Bring! Labs AG,2'300'000,Equity,Zürich,bring! labs ag,bring! labs ag,1218840.0,CHE235575294,Zürich
2018-02-28,Piavita AG,5'500'000,Equity,Zürich,piavita ag,piavita ag,1255119.0,CHE293720241,Zürich
2018-03-06,AgentSelly AG,Undisclosed,Equity,Rotkreuz,agentselly ag,agentselly ag,1264263.0,CHE472176953,Risch
2018-03-06,Sobrado Software AG,Undisclosed,,Zürich,sobrado software ag,sobrado software ag,1044634.0,CHE380521081,Zürich
2018-03-09,Xatena AG,1'100'000,Equity,Zürich,xatena ag,xatena ag,1257465.0,CHE348130737,Zürich
2018-03-16,Spoud AG,Undisclosed,,Bern,spoud ag,spoud ag,1273413.0,CHE177007078,Bern
2018-03-19,Procivis AG,11'000'000,ICO,Zürich,procivis ag,procivis ag,1305651.0,CHE366466141,Zürich
2018-03-21,KEJAKO SA,770'000,Equity,Plan-les-Ouates,kejako sa,kejako sa,1216280.0,CHE209996425,Plan-les-Ouates
2018-03-23,Amazentis SA,9'000'000,Equity,Ecublens,amazentis sa,amazentis sa,893105.0,CHE113979754,Ecublens (VD)
2018-03-27,Eturnity AG,Undisclosed,Loan,Chur,eturnity ag,eturnity ag,1098523.0,CHE226940207,Chur
2018-03-28,Abionic SA,20'000'000,Equity,Epalinges,abionic sa,abionic sa,995309.0,CHE116048131,Epalinges
2018-04-01,KOVE medical AG,180'000,Grant,Zürich,kove medical ag,kove medical ag,1460348.0,CHE371219996,Zürich
2018-04-05,arviem AG,10'000'000,Equity,Baar,arviem ag,arviem ag,898722.0,CHE114064521,Baar
2018-04-11,Farmy AG,3'000'000,Equity,Zürich,farmy ag,farmy ag,1183930.0,CHE269624022,Zürich
2018-04-18,Zaphiro Technologies SA,100'000,Grant,1020 Renens,zaphiro technologies sa,zaphiro technologies sa,1300209.0,CHE226533718,Renens (VD)
2018-04-26,Geosatis SA,2'000'000,Equity,Le Noirmont,geosatis sa,geosatis sa,1031338.0,CHE314332639,Le Noirmont
2018-04-27,Piomic Medical AG,Undisclosed,,Zürich,piomic medical ag,piomic medical ag,1270743.0,CHE195473024,Zürich
2018-05-01,Pathmate Technologies AG,600'000,Equity,Zürich,pathmate technologies ag,pathmate technologies ag,1315410.0,CHE346288149,Zürich
2018-05-02,PB&B SA,50'000,Grant,Lausanne,pb&b sa,pb&b sa,1164831.0,CHE180364998,Lausanne
2018-05-02,Neurimmune AG,50'000'000,Equity,Schlieren,neurimmune ag,neurimmune ag,1332032.0,CHE164102684,Schlieren
2018-05-07,IDUN Technologies AG,100'000,Equity,Opfikon,idun technologies ag,idun technologies ag,1327168.0,CHE140516003,Opfikon
2018-05-08,Scewo AG,98'696,Award,Winterthur,scewo ag,scewo ag,1317819.0,CHE315209303,Winterthur
2018-05-14,ZuriMED Technologies AG,1'500'000,Equity,Zurich,zurimed technologies ag,zurimed technologies ag,1234271.0,CHE443849572,Zürich
2018-05-14,Veezoo AG,730'000,Equity,Zürich,veezoo ag,veezoo ag,1270750.0,CHE311012807,Zürich
2018-05-16,AgroSustain SA,100'000,Equity,Renens,agrosustain sa,agrosustain sa,1350033.0,CHE384295771,Renens (VD)
2018-05-18,Technis SA,250'000,Equity,Lausanne,technis sa,technis sa,1265940.0,CHE140953786,Lausanne
2018-05-23,novoMOF AG,Undisclosed,,Zofingen,novomof ag,novomof ag,1294714.0,CHE436718309,Zofingen
2018-05-24,AgroScience Capital AG,2'000'000,Equity,Cham,agroscience capital ag,agroscience capital ag,1251841.0,CHE268532794,Cham
2018-05-25,Breadwinner AG,32'000'000,Equity,Pfäffikon,breadwinner ag,breadwinner ag,1304330.0,CHE357612662,Freienbach
2018-05-29,AVAtronics SA,100'000,Loan,Lausanne,avatronics sa,avatronics sa,1282021.0,CHE191728053,Lausanne
2018-05-29,dacadoo AG,Undisclosed,Equity,Zürich,dacadoo ag,dacadoo ag,998874.0,CHE116187330,Zürich
2018-05-29,CREAL SA,100'000,Loan,Ecublens,creal sa,creal sa,1326491.0,CHE305369655,Ecublens (VD)
2018-05-29,GotCourts AG,1'000'000,Equity,Zürich,gotcourts ag,gotcourts ag,1150811.0,CHE146281531,Zürich
2018-05-30,Agile Wind Power AG,2'540'000,Equity,Dübendorf,agile wind power ag,agile wind power ag,974183.0,CHE115480885,Dübendorf
2018-05-30,Ava AG,30'000'000,Equity,Zürich,ava ag,ava ag,1471722.0,CHE134100396,Solothurn
2018-05-30,Auregen BioTherapeutics SA,12'500'000,Equity,Genève,auregen biotherapeutics sa,auregen biotherapeutics sa,1287304.0,CHE405423634,Genève
2018-05-30,Ecorobotix SA,10'600'000,Equity,Yverdon-les-Bains,ecorobotix sa,ecorobotix sa,1036949.0,CHE284375582,Yverdon-les-Bains
2018-05-31,RightMesh AG,30'000'000,ICO,Zug,rightmesh ag,rightmesh ag,1340309.0,CHE370825941,Zug
2018-06-01,ServiceOcean AG,Undisclosed,Equity,St. Gallen,serviceocean ag,serviceocean ag,1147402.0,CHE211564466,St. Gallen
2018-06-01,TestingTime AG,2'800'000,Equity,Zürich,testingtime ag,testingtime ag,1208014.0,CHE225796155,Zürich
2018-06-05,Verity AG,18'000'000,Equity,Zürich,verity ag,verity ag,1188071.0,CHE194592258,Zürich
2018-06-06,Dotphoton AG,100'000,Equity,Zug,dotphoton ag,dotphoton ag,1348159.0,CHE463753320,Zug
2018-06-06,Qnami AG,100'000,Equity,Muttenz,qnami ag,qnami ag,1327758.0,CHE364148026,Muttenz
2018-06-07,CREAL SA,800'000,Equity,Ecublens,creal sa,creal sa,1326491.0,CHE305369655,Ecublens (VD)
2018-06-13,Andrew Alliance SA,14'000'000,Equity,Vernier,andrew alliance sa,andrew alliance sa,1013710.0,CHE179708080,Meyrin
2018-06-13,Vivior AG,Undisclosed,Equity,Zürich,vivior ag,vivior ag,1301091.0,CHE292149349,Zug
2018-06-13,CARBON DELTA AG,1'700'000,Equity,Zürich,carbon delta ag,carbon delta ag,1229439.0,CHE468244540,Zürich
2018-06-14,digitalMedLab GmbH,15'000'000,Equity,Winterthur,digitalmedlab gmbh,digitalmedlab gmbh,1117209.0,CHE331378890,Zürich
2018-06-15,MyCamper AG,275'000,Equity,Basel,mycamper ag,mycamper ag,1220103.0,CHE418405953,Basel
2018-06-15,InSphero AG,10'000'000,Equity,Schlieren,insphero ag,insphero ag,940276.0,CHE114790768,Schlieren
2018-06-15,Algrano AG,2'000'000,Equity,Zürich,algrano ag,algrano ag,1168102.0,CHE477850248,Zürich
2018-06-15,Anaveon AG,Undisclosed,Equity,Basel,anaveon ag,anaveon ag,1330281.0,CHE232476299,Basel
2018-06-19,IDUN Technologies AG,Undisclosed,Equity,Opfikon,idun technologies ag,idun technologies ag,1327168.0,CHE140516003,Opfikon
2018-06-20,Morphean SA,Undisclosed,Equity,Granges-Paccot,morphean sa,morphean sa,966438.0,CHE115305265,Fribourg
2018-06-21,Luma Beef AG,Undisclosed,Equity,Neuhausen,luma beef ag,luma beef ag,989510.0,CHE115870849,Neuhausen am Rheinfall
2018-06-22,CUTISS AG,7'255'000,Equity,Schlieren,cutiss ag,cutiss ag,1297572.0,CHE233237662,Schlieren
2018-06-27,OneVisage SA,400'000,Loan,Lausanne,onevisage sa,onevisage sa,1280893.0,CHE342923082,Lausanne
2018-06-28,yamo AG,Undisclosed,Equity,Zug,yamo ag,yamo ag,1274804.0,CHE406373849,Zug
2018-06-28,Scewo AG,800'000,Equity,Winterthur,scewo ag,scewo ag,1317819.0,CHE315209303,Winterthur
2018-06-30,Uepaa AG,2'300'000,Convertible loan,Zürich,uepaa ag,uepaa ag,1048738.0,CHE413996889,Zürich
2018-07-01,Pryv SA,503'000,Equity,Lausanne,pryv sa,pryv sa,1115173.0,CHE345934188,Ecublens (VD)
2018-07-03,Bluetector AG,1'210'000,Equity,Root,bluetector ag,bluetector ag,1050457.0,CHE448483395,Root
2018-07-03,Readily3D SA,50'000,Grant,Lausanne,readily3d sa,readily3d sa,1436422.0,CHE261606782,Ecublens (VD)
2018-07-04,Volumina Medical SA,100'000,Equity,Epalinges,volumina medical sa,volumina medical sa,1333403.0,CHE211907572,Epalinges
2018-07-04,HAYA Therapeutics SA,100'000,Equity,Epalinges,haya therapeutics sa,haya therapeutics sa,1399665.0,CHE187646914,Epalinges
2018-07-06,Green Motion SA,Undisclosed,Equity,Le Mont-sur-Lausanne,green motion sa,green motion sa,934374.0,CHE114693332,Le Mont-sur-Lausanne
2018-07-09,Tokenestate SA,Undisclosed,Equity,Geneva,tokenestate sa,tokenestate sa,1348396.0,CHE395592090,Neuchâtel
2018-07-10,Legartis Technology AG,1'000'000,Equity,Zürich,legartis technology ag,legartis technology ag,1319004.0,CHE438235861,Zürich
2018-07-12,Goodwall SA,10'800'000,Equity,Genève,goodwall sa,goodwall sa,1059251.0,CHE136959165,Genève
2018-07-12,Allthings Technologies AG,13'700'000,Equity,Basel,allthings technologies ag,allthings technologies ag,1126468.0,CHE191384657,Basel
2018-07-15,Archilogic AG,2'500'000,Convertible loan,Zürich,archilogic ag,archilogic ag,1173697.0,CHE132789964,Zürich
2018-07-18,Zippsafe AG,1'100'000,Equity,Schlieren,zippsafe ag,zippsafe ag,1286043.0,CHE394721166,Schlieren
2018-07-18,Elthera AG,2'100'000,Equity,Schlieren,elthera ag,elthera ag,1253569.0,CHE210870067,Zug
2018-07-23,RosieReality GmbH,Undisclosed,Equity,Zürich,rosiereality gmbh,rosiereality gmbh,1337241.0,CHE228529834,Zürich
2018-07-24,Floating Robotics AG,1'000,Award,Schlieren,floating robotics ag,floating robotics ag,1589427.0,CHE388582726,Schlieren
2018-07-26,Scandit AG,30'000'000,Equity,Zürich,scandit ag,scandit ag,963698.0,CHE115245284,Zürich
2018-07-31,rqmicro AG,55'000,Grant,Schlieren,rqmicro ag,rqmicro ag,1139718.0,CHE412218826,Schlieren
2018-07-31,Wegaw SA,50'000,Loan,Trelex,wegaw sa,wegaw sa,1264363.0,CHE155570566,Trélex
2018-07-31,Buildigo AG,50'000,Loan,Bussigny,buildigo ag,buildigo ag,1293019.0,CHE254972767,Bern
2018-07-31,Tayo SA,50'000,Loan,Ecublens,tayo sa,tayo sa,1321552.0,CHE247951062,Hautemorges
2018-07-31,Rapyuta Robotics AG,9'500'000,Equity,Zurich,rapyuta robotics ag,rapyuta robotics ag,1198843.0,CHE494252781,Zürich
2018-07-31,The Experience Accelerator Sàrl,30'000,Equity,La Tour de Peilz,the experience accelerator sàrl,the experience accelerator sàrl,1315549.0,CHE380467990,La Tour-de-Peilz
2018-07-31,CUTISS AG,55'000,Grant,Schlieren,cutiss ag,cutiss ag,1297572.0,CHE233237662,Schlieren
2018-08-01,rqmicro AG,2'000'000,Equity,Schlieren,rqmicro ag,rqmicro ag,1139718.0,CHE412218826,Schlieren
2018-08-01,HEGIAS AG,500'000,Equity,Zürich,hegias ag,hegias ag,1321189.0,CHE453297177,Zürich
2018-08-02,ABCDx SA,Undisclosed,Equity,Geneva,abcdx sa,abcdx sa,1189970.0,CHE313511062,Plan-les-Ouates
2018-08-09,Therachon AG,60'000'000,Equity,Basel,therachon ag,therachon ag,1250207.0,CHE466925801,Basel
2018-08-10,Sleepiz AG,50'000,Award,Zurich,sleepiz ag,sleepiz ag,1333327.0,CHE416105434,Zürich
2018-08-10,Nanoleq AG,50'000,Award,Rümlang,nanoleq ag,nanoleq ag,1305859.0,CHE195398322,Rümlang
2018-08-13,eCarUp AG,Undisclosed,Loan,Rotkreuz,ecarup ag,ecarup ag,1325203.0,CHE420604290,Risch
2018-08-15,EBAMed SA,100'000,Equity,Geneva,ebamed sa,ebamed sa,1366101.0,CHE205408237,Genève
2018-08-16,inyova AG,2'000'000,Equity,Zurich,inyova ag,inyova ag,1314784.0,CHE138068018,Zürich
2018-08-20,ASPIVIX SA,2'000'000,Equity,Epalinges,aspivix sa,aspivix sa,1228346.0,CHE347247288,Epalinges
2018-08-20,Share your BICAR AG,Undisclosed,Equity,Bubikon,share your bicar ag,share your bicar ag,1284304.0,CHE453828169,Bubikon
2018-08-23,Nanoleq AG,100'000,Award,Rümlang,nanoleq ag,nanoleq ag,1305859.0,CHE195398322,Rümlang
2018-08-27,Proteomedix AG,5'200'000,Equity,Schlieren,proteomedix ag,proteomedix ag,976067.0,CHE115542635,Schlieren
2018-08-28,Climeworks AG,30'500'000,Equity,Zürich,climeworks ag,climeworks ag,963278.0,CHE115234406,Zürich
2018-08-28,Limula SA,10'000,Grant,La Tour-de-Peilz,limula sa,limula sa,1459463.0,CHE409279000,La Tour-de-Peilz
2018-08-29,Pristem SA,14'000'000,Equity,Lausanne,pristem sa,pristem sa,1245262.0,CHE343381686,Lausanne
2018-08-30,HYLOMORPH AG,3'200'000,Equity,Zurich,hylomorph ag,hylomorph ag,1199834.0,CHE467386597,Zürich
2018-08-30,Lunaphore Technologies SA,5'300'000,Equity,Tolochenaz,lunaphore technologies sa,lunaphore technologies sa,1179079.0,CHE213835541,Tolochenaz
2018-09-01,EVIIVE AG,700'000,Grant,Obfelden,eviive ag,eviive ag,1667984.0,CHE250572156,Obfelden
2018-09-01,noonee AG,2'300'000,Grant,Hedingen,noonee ag,noonee ag,1197541.0,CHE157033687,Hedingen
2018-09-03,Avrios International AG,14'000'000,Equity,Zürich,avrios international ag,avrios international ag,1211117.0,CHE480579000,Zürich
2018-09-05,CYSEC SA,100'000,Equity,Lausanne,cysec sa,cysec sa,1351189.0,CHE437976854,Ecublens (VD)
2018-09-06,Auterion AG,10'000'000,Equity,Zürich,auterion ag,auterion ag,1327155.0,CHE494174135,Zürich
2018-09-07,Creoptix AG,Undisclosed,Equity,Wädenswil,creoptix ag,creoptix ag,939081.0,CHE114770731,Wädenswil
2018-09-10,Spectroplast AG,350'000,Grant,Schlieren,spectroplast ag,spectroplast ag,1363619.0,CHE427587592,Schlieren
2018-09-11,Beekeeper AG,13'000'000,Equity,Zürich,beekeeper ag,beekeeper ag,1052705.0,CHE463727038,Zürich
2018-09-12,CorFlow Therapeutics AG,9'700'000,Equity,Baar,corflow therapeutics ag,corflow therapeutics ag,1270645.0,CHE320873257,Baar
2018-09-14,OxyPrem AG,100'000,Equity,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2018-09-17,MaxBrain AG,Undisclosed,Equity,Zurich,maxbrain ag,maxbrain ag,1277942.0,CHE393164493,Zürich
2018-09-20,Addex Pharma SA,1'560'000,Equity,Plan-les-Ouate,addex pharma sa,addex pharma sa,675537.0,CHE109561624,Plan-les-Ouates
2018-09-21,Vaximm AG,Undisclosed,Equity,Basel,vaximm ag,vaximm ag,920062.0,CHE114477515,Basel
2018-09-24,TOLREMO therapeutics AG,9'000'000,Equity,Basel,tolremo therapeutics ag,tolremo therapeutics ag,1298663.0,CHE350476582,Basel
2018-09-24,Lykke Corp,Undisclosed,Equity,Zug,lykke corp,lykke corp,1154447.0,CHE345258499,Zug
2018-09-25,aktiia SA,4'000'000,Equity,Neuchatel,aktiia sa,aktiia sa,1349186.0,CHE149232500,Neuchâtel
2018-09-26,Futurae Technologies AG,2'000'000,Equity,Zurich,futurae technologies ag,futurae technologies ag,1287146.0,CHE143306985,Zürich
2018-09-26,BlueBotics SA,Undisclosed,Equity,St-Sulpice,bluebotics sa,bluebotics sa,603062.0,CHE101861637,Saint-Sulpice (VD)
2018-09-28,AKSELOS SA,10'000'000,Equity,Lausanne,akselos sa,akselos sa,1059298.0,CHE268255809,Ecublens (VD)
2018-09-30,dloop AG,300'000,Convertible loan,Zug,dloop ag,dloop ag,1349006.0,CHE293590470,Zug
2018-09-30,dloop AG,190'000,Equity,Zug,dloop ag,dloop ag,1349006.0,CHE293590470,Zug
2018-10-01,HekeTiss SA,30'000,Grant,Plan-les-Ouates,heketiss sa,heketiss sa,1513198.0,CHE488565326,Plan-les-Ouates
2018-10-01,ImmunOs Therapeutics AG,Undisclosed,Equity,Schlieren,immunos therapeutics ag,immunos therapeutics ag,1203767.0,CHE456329046,Schlieren
2018-10-01,Topadur Pharma AG,953'000,Grant,Schlieren,topadur pharma ag,topadur pharma ag,1214982.0,CHE481951668,Schlieren
2018-10-02,Dagsmejan Ventures AG,1'000'000,Equity,St. Gallen,dagsmejan ventures ag,dagsmejan ventures ag,1278483.0,CHE487032033,Zürich
2018-10-03,Anapaya Systems AG,2'000'000,Equity,Zurich,anapaya systems ag,anapaya systems ag,1307660.0,CHE470633081,Zürich
2018-10-08,Kitro SA,Undisclosed,Equity,Zürich,kitro sa,kitro sa,1326816.0,CHE215007526,Ecublens (VD)
2018-10-08,ASPIVIX SA,100'000,Loan,Epalinges,aspivix sa,aspivix sa,1228346.0,CHE347247288,Epalinges
2018-10-09,Frontify AG,8'300'000,Equity,St. Gallen,frontify ag,frontify ag,1135546.0,CHE253260210,St. Gallen
2018-10-10,ASPIVIX SA,100'000,Equity,Epalinges,aspivix sa,aspivix sa,1228346.0,CHE347247288,Epalinges
2018-10-10,SEED Biosciences SA,100'000,Convertible loan,Epalinges,seed biosciences sa,seed biosciences sa,1362236.0,CHE241126119,Epalinges
2018-10-15,PassOn AG,Undisclosed,Equity,Steinhausen,passon ag,passon ag,1352054.0,CHE230931186,Steinhausen
2018-10-16,Scrona AG,1'300'000,Equity,Adliswil,scrona ag,scrona ag,1176134.0,CHE140831031,Zürich
2018-10-18,HekeTiss SA,Undisclosed,Award,Plan-les-Ouates,heketiss sa,heketiss sa,1513198.0,CHE488565326,Plan-les-Ouates
2018-10-24,Daphne Technology SA,100'000,Loan,St-Sulpice VD,daphne technology sa,daphne technology sa,1332560.0,CHE379398394,Saint-Sulpice (VD)
2018-10-26,Haelixa AG,Undisclosed,Equity,Kemptthal,haelixa ag,haelixa ag,1264420.0,CHE248792688,Lindau
2018-10-30,Equippo AG,Undisclosed,Equity,Zug,equippo ag,equippo ag,1190794.0,CHE238463852,Zug
2018-10-31,Gondola Medical Technologies SA,500'000,Equity,Epalinges,gondola medical technologies sa,gondola medical technologies sa,1022341.0,CHE411255977,Epalinges
2018-10-31,EBAMed SA,100'000,Grant,Geneva,ebamed sa,ebamed sa,1366101.0,CHE205408237,Genève
2018-10-31,Scailyte AG,100'000,Grant,Basel,scailyte ag,scailyte ag,1309761.0,CHE373612844,Basel
2018-10-31,Logmind SA,20'000,Grant,Lausanne,logmind sa,logmind sa,1372386.0,CHE152560583,Ecublens (VD)
2018-11-05,WECHEER SA,2'700'000,Equity,Lausanne,wecheer sa,wecheer sa,1289815.0,CHE304343601,Lausanne
2018-11-12,Amal Therapeutics SA,33'000'000,Equity,Genève,amal therapeutics sa,amal therapeutics sa,1111691.0,CHE270837659,Genève
2018-11-12,Flyability SA,11'000'000,Equity,Paudex,flyability sa,flyability sa,1195530.0,CHE348376646,Ecublens (VD)
2018-11-13,Archilyse AG,Undisclosed,Equity,Zürich,archilyse ag,archilyse ag,1307213.0,CHE238373634,Zürich
2018-11-20,Readily3D SA,10'000,Award,Lausanne,readily3d sa,readily3d sa,1436422.0,CHE261606782,Ecublens (VD)
2018-11-22,Swiss QualiQuest AG,Undisclosed,Equity,Bern,swiss qualiquest ag,swiss qualiquest ag,1229191.0,CHE253268447,Stettlen
2018-11-23,OPEN MINERAL AG,5'500'000,Equity,Zug,open mineral ag,open mineral ag,1280859.0,CHE197320561,Baar
2018-11-26,AgroSustain SA,100'000,Loan,Renens,agrosustain sa,agrosustain sa,1350033.0,CHE384295771,Renens (VD)
2018-11-30,CorFlow Therapeutics AG,1'700'000,Grant,Baar,corflow therapeutics ag,corflow therapeutics ag,1270645.0,CHE320873257,Baar
2018-12-01,OxyPrem AG,3'749'000,Equity,Zürich,oxyprem ag,oxyprem ag,1364086.0,CHE179226970,Zürich
2018-12-01,Emovo Care SA,100'000,Grant,Lausanne,emovo care sa,emovo care sa,1440269.0,CHE373504143,Epalinges
2018-12-01,Readily3D SA,129'000,Grant,Lausanne,readily3d sa,readily3d sa,1436422.0,CHE261606782,Ecublens (VD)
2018-12-03,Ledgy AG,1'000'000,Equity,Zurich,ledgy ag,ledgy ag,1312631.0,CHE261454963,Zürich
2018-12-05,Resistell AG,100'000,Equity,Muttenz,resistell ag,resistell ag,1344634.0,CHE216435333,Muttenz
2018-12-05,SynSense AG,1'500'000,Equity,Zurich,synsense ag,synsense ag,1295951.0,CHE162081887,Zürich
2018-12-06,Resistell AG,750'000,Equity,Muttenz,resistell ag,resistell ag,1344634.0,CHE216435333,Muttenz
2018-12-07,ORACAN Sàrl,100'000,Loan,Ecublens,oracan sàrl,oracan sàrl,1347950.0,CHE217042781,Ecublens (VD)
2018-12-10,Billte AG,450'000,Equity,Adliswil,billte ag,billte ag,1367022.0,CHE205164673,Adliswil
2018-12-11,Share your BICAR AG,62'000,Grant,Bubikon,share your bicar ag,share your bicar ag,1284304.0,CHE453828169,Bubikon
