target,score,valid_folds,roc_aucs,mean_roc_auc,std_roc_auc,pr_aucs,mean_pr_auc,std_pr_auc
target_non_gov_investment,founding_core_diff_w_pca+founding_pr_w_sdg_similarity,10,"[0.553138578416637, 0.6184994397835653, 0.6008583405416195, 0.6252312196420253, 0.6017898729123694, 0.6474948433029477, 0.6783476270201934, 0.6441726176239452, 0.6309461167868249, 0.5749752280725733]",0.6175453884102702,0.03468371765053548,"[0.012113952246530089, 0.013241053650150873, 0.014060639390908894, 0.016524156368377167, 0.01915114442533944, 0.017376755914162996, 0.017489038439278, 0.020712792270972922, 0.01393568210712162, 0.03860086076475867]",0.01832060755776007,0.007240234439389745
target_non_gov_investment,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,10,"[0.5401511217992512, 0.6395553794441561, 0.621225630447801, 0.6404617739037861, 0.568141592920354, 0.6473750748552798, 0.6808829056616666, 0.6575323743465337, 0.6064407011309667, 0.64301773328322]",0.6244784287793015,0.04030588840166884,"[0.009879857286034237, 0.014985771457182342, 0.016514644838437408, 0.01939529951092416, 0.019469178648132603, 0.017780775383868463, 0.018603913808430152, 0.030770597986486924, 0.013828009560882665, 0.04225026567946339]",0.020347831415984237,0.008917357391107626
target_non_gov_investment,current_doc2vec_diff,10,"[0.5695569620253165, 0.6429730606945796, 0.6523466407010711, 0.6494579681921454, 0.5691918208373905, 0.580759493670886, 0.5690555014605648, 0.5882881742213218, 0.6670549506204102, 0.6933084325145606]",0.6181993004938248,0.04501608418487595,"[0.011520787355276538, 0.015441208760912851, 0.01789932903192572, 0.021117289502387074, 0.013003186174097783, 0.015647249597170485, 0.015461511578009245, 0.014948098490939508, 0.018514221490365922, 0.017225874453714526]",0.016077875643479966,0.0026160068889033604
target_non_gov_investment,current_core_diff_pca+current_pr_sdg_similarity,10,"[0.4800332563390852, 0.5133510614207056, 0.5006178950160782, 0.5232458354366482, 0.5999936900555275, 0.5001672135285209, 0.5226053760726905, 0.5259370267541646, 0.5744636547198384, 0.5960405098435133]",0.5336455519186771,0.03968444848364536,"[0.008897874050627183, 0.0107606216551779, 0.009692461837376053, 0.012863467938403452, 0.014694489971591826, 0.009764141526072538, 0.012919410658445275, 0.011281660312980252, 0.012844608109035472, 0.01434416751901076]",0.011806290357872071,0.0019152929407209637
target_non_gov_investment,current_core_diff_w_pca+current_pr_w_sdg_similarity,10,"[0.5309400415380734, 0.6083516113796205, 0.5665676740619965, 0.5804959616355376, 0.6093513377082281, 0.5859130489651692, 0.5799249116607774, 0.5881404593639576, 0.5662733467945482, 0.5958322816759213]",0.581179067478383,0.021861575401832777,"[0.010631822192946002, 0.01450931455448673, 0.015428415603961848, 0.035658329997094736, 0.024150326859964693, 0.015306326858222776, 0.013607492931082198, 0.018200741173391523, 0.01420393884336811, 0.02140338404250436]",0.018310009305702295,0.006887332212590656
target_non_gov_investment,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,10,"[0.5807921996415562, 0.6628493047872307, 0.6082675000161752, 0.5940812720848055, 0.6572879858657245, 0.6425132508833922, 0.6270728167592124, 0.6204915446744068, 0.610499747602221, 0.6080609540636043]",0.6211916576378329,0.025196921210499282,"[0.013512389147607558, 0.017438047080674698, 0.01611727716423227, 0.048401610531948545, 0.03441804345122263, 0.01710965439235815, 0.015306278365844195, 0.016171546364663555, 0.01346178913440353, 0.021829954406074197]",0.021376659003902933,0.01072588879203802
target_acquisition,founding_doc2vec_diff,10,"[0.605363015431318, 0.6506897218791386, 0.5135515069725596, 0.5840783850652272, 0.6137398785425101, 0.5612207602339181, 0.6381016644174539, 0.4608496401259559, 0.6706871345029238, 0.6162479161705168]",0.5914529623341522,0.06112476587006808,"[0.0074023334234491565, 0.0068995823306823864, 0.004871431553424297, 0.019039965195604983, 0.007468905219259284, 0.005656473557175872, 0.008405732545215025, 0.004584496776192739, 0.007726931737940071, 0.009065495102976794]",0.008112134744192059,0.003897761659399444
target_acquisition,founding_core_diff_pca+founding_pr_sdg_similarity,10,"[0.613864430468204, 0.5903004891684137, 0.47960866526904267, 0.6526065688329841, 0.44610761705101326, 0.4942278127183788, 0.6131557528671846, 0.46950795412504626, 0.3988161302256752, 0.5482301627243751]",0.5306425583450316,0.08041779335889786,"[0.007071295775521818, 0.007569394912580208, 0.004447619399116351, 0.007481176773580555, 0.0062611776088009885, 0.0065147271379979565, 0.0065385335021818525, 0.0048387804501375895, 0.0034818147951649857, 0.0054183245948814145]",0.005962284494996372,0.0012981306001460886
target_acquisition,founding_core_diff_w_pca+founding_pr_w_sdg_similarity,10,"[0.4480083857442348, 0.4786443046820405, 0.5518798043326345, 0.46043326345213137, 0.5768413696715584, 0.5211041229909155, 0.5363965963743988, 0.5946873843877174, 0.5573954864964854, 0.5816138231840295]",0.5307004541316146,0.04958478261536322,"[0.006627795324886449, 0.004847148549851408, 0.005987364694181034, 0.014050584601508834, 0.006135055150504726, 0.004866664989412463, 0.005586358754228496, 0.00956362999987637, 0.0048890733958764235, 0.006187610929018872]",0.006874128638934508,0.0027264786541539025
target_acquisition,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,10,"[0.5470859538784067, 0.42136967155835076, 0.530230607966457, 0.5277148846960168, 0.6019706498951782, 0.5078546470999301, 0.5687902330743618, 0.618631150573437, 0.5073177950425454, 0.5521584745288821]",0.5383124068313566,0.05238571034784115,"[0.006578386090534377, 0.006468031752175436, 0.0057096707306118835, 0.008136549524183771, 0.008837099620301193, 0.004682126881131812, 0.005668569475403802, 0.0072952768090127525, 0.005053434023785033, 0.00574161420855638]",0.006417075911569643,0.0012648896539501594
target_acquisition,current_doc2vec_diff,10,"[0.6849770797470068, 0.5598650574134607, 0.6774997904618221, 0.608058838320342, 0.4552635990277428, 0.48738580169306844, 0.49404911574888943, 0.6239939637826961, 0.6705037919826652, 0.6286565547128928]",0.5890253592890586,0.08057451155196141,"[0.005962084165586837, 0.00397640729945953, 0.005366546543995488, 0.0044050779234612435, 0.005738875551800079, 0.0030947804770410023, 0.0033586263905651887, 0.004520199956276378, 0.005563874442263273, 0.005119550156915771]",0.0047106022907364795,0.0009516557575691788
target_acquisition,current_core_diff_pca+current_pr_sdg_similarity,10,"[0.3784252297410192, 0.3616123642439432, 0.4672305764411028, 0.5816207184628237, 0.4471073517126149, 0.5229380797192279, 0.5183003258962147, 0.47087182058352783, 0.5692191989509613, 0.49931542511136395]",0.48166410908628,0.06899579479556851,"[0.0024499092847101557, 0.0024699273059059605, 0.0034387188099855165, 0.006681722894532161, 0.00346557040514196, 0.003574756164474879, 0.00426703721162087, 0.0033054850296795548, 0.012120326653087987, 0.0037498946828878436]",0.004552334844202689,0.002760836919873366
target_acquisition,current_core_diff_w_pca+current_pr_w_sdg_similarity,10,"[0.6224937343358397, 0.5722013366750209, 0.5295530492898913, 0.501106934001671, 0.6609753550543025, 0.6470293306593131, 0.5261295485662495, 0.5775690842123532, 0.823090421736699, 0.6422276645390208]",0.6102376459070362,0.08855252936206218,"[0.005503492667544288, 0.0059169558528538585, 0.005972850550658413, 0.003973447478397335, 0.011020077960125075, 0.006780922822384442, 0.003829460388251672, 0.005682490576440104, 0.011788270831452292, 0.005419366958560853]",0.006588733608666833,0.002556546244931961
target_acquisition,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,10,"[0.6685254803675856, 0.5877401837928153, 0.5900584795321637, 0.4885547201336675, 0.6277464494569758, 0.5173072102127003, 0.5488458645891586, 0.5371695238829859, 0.7879360549202615, 0.6797153711167248]",0.6033599338005039,0.08549790383720957,"[0.005481879600852441, 0.005985000046183025, 0.005389836738633018, 0.003893508437365603, 0.012665252294798347, 0.00404317000439002, 0.0039559982840190605, 0.005018844739821127, 0.011885270298408138, 0.006015419541868186]",0.006433417998633896,0.0030204601095253822
target_inv_exit,founding_doc2vec_diff,10,"[0.5046692183979576, 0.5009878274169908, 0.5243401675245332, 0.5146494580633604, 0.49369482348491633, 0.5384854637564321, 0.5169100156260885, 0.49555975237128386, 0.5101295870532382, 0.5275377861774837]",0.5126964099872284,0.013803363049731628,"[0.059851198577937297, 0.055115988216054915, 0.05709840846725232, 0.053543014942090975, 0.05325396785112433, 0.0617266283876926, 0.06170729368490947, 0.05599998834760734, 0.05950380999192451, 0.05945003302164824]",0.0577250331488242,0.003003109541466289
target_inv_exit,founding_core_diff_pca+founding_pr_sdg_similarity,10,"[0.45777143068191617, 0.5199988919940414, 0.5175089563814987, 0.5014637989830968, 0.4956990902039962, 0.44788555529565294, 0.4805217615016599, 0.5007928340663853, 0.5262099068389049, 0.4973400816447162]",0.4945192307591869,0.024494904794456634,"[0.0489965673998868, 0.05754609411872531, 0.054585003831087414, 0.06082323945231126, 0.0541066838615778, 0.04851692681648556, 0.05071872654621497, 0.06325508969830551, 0.06329635204968652, 0.05644298548880587]",0.055828766926308705,0.005195703186245439
target_inv_exit,founding_core_diff_w_pca+founding_pr_w_sdg_similarity,10,"[0.5207923473721792, 0.4520418087581715, 0.48831299937213, 0.48092998633459316, 0.5006888103709358, 0.533442082066308, 0.5159086298936786, 0.49476432667237275, 0.5061330229612662, 0.48221795321745453]",0.497523196701909,0.02219093266831741,"[0.06536865009166573, 0.04852191452321923, 0.05328561581247512, 0.05085544161750158, 0.05591123487532054, 0.059600202000328145, 0.056534900839094814, 0.05282783686858666, 0.05700587467105949, 0.05131454123676424]",0.05512262125360155,0.004648797414026137
target_inv_exit,founding_core_diff_w_red_pca+founding_pr_w_red_sdg_similarity,10,"[0.4693168527706305, 0.49160870154012837, 0.48407179878611784, 0.46648281975205286, 0.4955464316052544, 0.46904970022283227, 0.5328005719289739, 0.4929102576154124, 0.5340924832898779, 0.4980333844382462]",0.49339130019495264,0.022852333656810518,"[0.05233807188474182, 0.05079440929568738, 0.05145699818710791, 0.0486820562067278, 0.05611956378868955, 0.050307464519058626, 0.0616417587857236, 0.058473873100400864, 0.05867284620632916, 0.06039883497316135]",0.05488858769476281,0.0044632867686444245
target_inv_exit,current_doc2vec_diff,10,"[0.5151528751753156, 0.5890372831137348, 0.5690107966151152, 0.5106282687257301, 0.555614913245494, 0.5286211308388139, 0.5898049426499966, 0.5226010639491818, 0.5430719849161635, 0.55169580929721]",0.5475239068526756,0.027318595197790826,"[0.039674050235394706, 0.04732545747621947, 0.04354486087301379, 0.03161387997181321, 0.053299346110299656, 0.054298769261703635, 0.07314128083126345, 0.037197518526649626, 0.05011467247705171, 0.04980107898593416]",0.04800109147493434,0.010873732228775586
target_inv_exit,current_core_diff_pca+current_pr_sdg_similarity,10,"[0.5737877652375253, 0.5777720607152046, 0.5821117362060092, 0.5031501233428577, 0.5695644843558663, 0.47097006051786255, 0.5824334037304559, 0.48958906419152753, 0.5860915399222674, 0.5563528226879869]",0.5491823060907564,0.04150831034690674,"[0.05113647704932889, 0.04402592093942373, 0.061087552044092094, 0.04131520810797447, 0.045320208316610586, 0.03293324371273537, 0.04740649759923021, 0.03516962794592615, 0.05197235872743662, 0.0480417559283048]",0.045840885037106295,0.0078097629773645014
target_inv_exit,current_core_diff_w_pca+current_pr_w_sdg_similarity,10,"[0.5684992337893312, 0.5904900392613057, 0.60249214687561, 0.5412289030471897, 0.5867725877154063, 0.4956341952544058, 0.6169782774593147, 0.5163418194402541, 0.5875534633609598, 0.5604723853976254]",0.5666463051601404,0.03672844670000021,"[0.05188231634514272, 0.046907903702968906, 0.06420511593393825, 0.040174815239976486, 0.04844885049524732, 0.03759107385191081, 0.05929916719387368, 0.039020415447844556, 0.06362141283864758, 0.04720065227019807]",0.04983517233197484,0.009316354452266492
target_inv_exit,current_core_diff_w_red_pca+current_pr_w_red_sdg_similarity,10,"[0.5545038646100156, 0.579147884251854, 0.5971702131435569, 0.5379146183470281, 0.5552402967327453, 0.4815584680639608, 0.6093824870889312, 0.5088780236747298, 0.5449624647274922, 0.5515965801196159]",0.552035490075993,0.036271839979602795,"[0.05581832580292172, 0.04766753645832029, 0.06556276055999564, 0.046074475955523435, 0.061970409377010524, 0.03551151094343101, 0.0552988992248953, 0.03849613064720019, 0.05818158991847447, 0.04491252676808351]",0.05094941656558562,0.00945692230485489
